,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science
413,414,401-500,California College of the Arts,46.7-50.0,414,14.8,317,-,750,-,648,8.4,27,591878,California,"$47,266","$12,690","$35,000",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,415,401-500,"California State University, Bakersfield",46.7-50.0,415,-,760,-,664,21.1,228,8.4,30,591890,California,"$19,027","$13,968","$46,967",0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
415,416,401-500,"California State University, East Bay",46.7-50.0,416,-,795,-,760,22.3,171,8.9,6,591914,California,"$18,714","$14,184","$51,133",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
416,417,401-500,"California State University, Fullerton",46.7-50.0,417,-,790,15.9,337,19.9,267,8.6,17,591911,California,"$18,730","$15,642","$45,567",0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
417,418,401-500,"California State University, Sacramento",46.7-50.0,418,-,788,-,502,21.7,202,8.1,41,591923,California,"$19,084","$14,396","$47,400",0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
418,419,401-500,"California State University, San Bernardino",46.7-50.0,419,-,797,-,565,21.3,221,8.0,51,591896,California,"$18,765","$13,221","$44,633",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
419,420,401-500,"California State University, San Marcos",46.7-50.0,420,-,774,-,683,20.1,261,8.5,22,595040,California,"$19,533","$13,227","$45,933",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
420,421,401-500,Campbell University,46.7-50.0,421,14.9,311,15.8,375,-,627,5.6,293,593765,North Carolina,"$31,190","$11,150","$44,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
421,422,401-500,Capital University,46.7-50.0,422,14.5,339,16.4,204,-,559,-,657,593894,Ohio,"$34,600","$10,178","$42,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
422,423,401-500,Carroll College,46.7-50.0,423,14.4,344,-,503,-,443,-,798,593297,Montana,"$34,480","$9,608","$44,967",0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
423,424,401-500,Cedarville University,46.7-50.0,424,-,495,18.0,2,17.3,368,-,794,593897,Ohio,"$29,156","$7,088","$40,733",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
424,425,401-500,Central College,46.7-50.0,425,16.5,242,-,408,-,485,-,790,592562,Iowa,"$35,930","$9,980","$43,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
425,426,401-500,Central Connecticut State University,46.7-50.0,426,-,505,-,409,-,526,6.1,235,592097,Connecticut,"$22,914","$11,816","$46,067",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
426,427,401-500,Clarke University,46.7-50.0,427,17.4,193,-,544,-,576,-,747,592565,Iowa,"$31,950","$9,400","$40,767",0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
427,428,401-500,Cleveland State University,46.7-50.0,428,-,531,16.3,231,-,527,6.6,168,593903,Ohio,"$13,829","$12,500","$39,867",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
428,429,401-500,"Colorado State University, Fort Collins",46.7-50.0,429,-,526,16.5,182,18.3,321,-,611,696,Colorado,"$28,903","$11,974","$45,533",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,430,401-500,University of Dallas,46.7-50.0,430,15.5,287,-,442,-,608,-,469,594617,Texas,"$38,716","$11,960","$45,567",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
430,431,401-500,Dordt University,46.7-50.0,431,-,434,18.1,1,-,431,-,767,592574,Iowa,"$30,000","$9,140","$39,633",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
431,432,401-500,Edgewood College,46.7-50.0,432,14.8,320,15.9,344,-,494,-,631,594971,Wisconsin,"$28,500","$10,494","$42,567",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
432,433,401-500,Florida Atlantic University,46.7-50.0,433,-,746,-,594,18.5,314,7.5,81,592163,Florida,"$17,276","$11,906","$41,800",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
433,434,401-500,Franklin College,46.7-50.0,434,15.4,291,16.6,163,-,570,-,643,592490,Indiana,"$30,920","$9,630","$42,033",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0
434,435,401-500,George Fox University,46.7-50.0,435,-,528,-,448,-,451,-,442,594083,Oregon,"$35,016","$10,886","$43,367",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
435,436,401-500,Gordon College,46.7-50.0,436,13.7,379,-,548,-,547,-,427,592910,Massachusetts,"$36,740","$11,000","$40,400",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
436,437,401-500,Hamline University,46.7-50.0,437,-,513,-,549,17.3,369,-,515,593123,Minnesota,"$40,332","$10,156","$48,033",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
437,438,401-500,Hampton University,46.7-50.0,438,14.4,347,-,645,-,571,5.6,297,594806,Virginia,"$25,442","$11,218","$42,533",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
438,439,401-500,Hastings College,46.7-50.0,439,15.2,300,15.8,379,-,456,-,778,593321,Nebraska,"$29,200","$9,400","$42,300",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
439,440,401-500,University of Idaho,46.7-50.0,440,14.3,354,16.7,143,-,643,-,472,830,Idaho,"$23,812","$8,670","$40,867",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
440,441,401-500,Iona College,46.7-50.0,441,-,565,-,686,17.4,360,5.7,287,593570,New York,"$37,682","$14,832","$53,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
441,442,401-500,Kansas State University,46.7-50.0,442,-,449,17.0,84,-,422,-,536,831,Kansas,"$25,492","$9,430","$44,233",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
442,443,401-500,Kettering University,46.7-50.0,443,-,475,-,671,18.8,306,-,445,593051,Michigan,"$38,658","$8,040","$78,833",1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
443,444,401-500,King's College,46.7-50.0,444,-,425,-,672,17.8,348,-,685,594224,Pennsylvania,"$35,830","$12,410","$49,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
444,445,401-500,LIU Brooklyn,46.7-50.0,445,-,462,-,729,-,628,8.2,36,593585,New York,"$36,978","$13,720","$46,667",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
445,446,401-500,Lawrence Technological University,46.7-50.0,446,17.3,203,-,629,-,579,-,458,593066,Michigan,"$32,180","$9,500","$54,800",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
446,447,401-500,Le Moyne College,46.7-50.0,447,-,452,-,720,20.4,250,-,695,593582,New York,"$33,905","$13,400","$49,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
447,448,401-500,Lewis University,46.7-50.0,448,-,581,16.4,211,-,444,5.0,374,592388,Illinois,"$31,250","$10,460","$47,533",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
448,449,401-500,Lincoln Memorial University,46.7-50.0,449,17.1,214,-,599,-,567,-,666,594542,Tennessee,"$21,410","$8,290","$37,200",0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
449,450,401-500,University of Lynchburg,46.7-50.0,450,16.9,222,-,553,-,615,-,644,594815,Virginia,"$37,690","$10,680","$42,367",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
450,451,401-500,Marian University (Indiana),46.7-50.0,451,14.7,326,-,687,-,445,-,549,592532,Indiana,"$33,000","$10,206","$42,800",0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
451,452,401-500,Marist College,46.7-50.0,452,-,545,16.0,319,18.3,323,-,575,593597,New York,"$36,680","$15,100","$54,967",0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0
452,453,401-500,Massachusetts College of Art and Design,46.7-50.0,453,16.6,238,-,779,-,556,4.9,402,592934,Massachusetts,"$34,400","$13,500","$34,933",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,454,401-500,University of Massachusetts Boston,46.7-50.0,454,-,436,-,794,-,473,8.8,10,592928,Massachusetts,"$32,985",,"$47,067",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
454,455,401-500,McDaniel College,46.7-50.0,455,14.9,312,-,770,17.1,378,-,550,592856,Maryland,"$41,800","$11,110","$48,033",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
455,456,401-500,Merrimack College,46.7-50.0,456,-,508,-,421,19.1,294,-,718,592940,Massachusetts,"$39,770","$15,225","$55,933",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
456,457,401-500,Messiah University,46.7-50.0,457,14.2,356,16.7,146,-,402,-,749,594263,Pennsylvania,"$34,160","$10,220","$43,400",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
457,458,401-500,Metropolitan State University,46.7-50.0,458,-,763,-,630,20.7,241,7.5,85,593138,Minnesota,"$14,960",,"$47,100",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
458,459,401-500,University of Michigan-Dearborn,46.7-50.0,459,-,546,15.9,352,-,417,6.7,158,593078,Michigan,"$24,871",,"$46,933",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
459,460,401-500,Milwaukee School of Engineering,46.7-50.0,460,-,530,-,676,19.0,300,-,562,594983,Wisconsin,"$39,419","$9,417","$68,167",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
460,461,401-500,Mississippi State University,46.7-50.0,461,-,608,16.3,238,16.8,394,-,448,593198,Mississippi,"$22,358","$9,614","$40,200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
461,462,401-500,University of Missouri-St Louis,46.7-50.0,462,-,466,-,484,-,490,5.0,379,593255,Missouri,"$27,327","$10,140","$41,167",0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
462,463,401-500,Montclair State University,46.7-50.0,463,-,694,-,554,18.0,339,7.6,77,593411,New Jersey,"$20,567","$14,458","$48,933",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
463,464,401-500,Morehouse College,46.7-50.0,464,14.1,360,-,732,-,474,5.4,328,592277,Georgia,"$27,278","$13,557","$41,967",0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
464,465,401-500,University of Nebraska-Lincoln,46.7-50.0,465,-,519,17.0,86,17.0,380,-,460,962,Nebraska,"$24,278","$11,044","$44,533",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
465,466,401-500,"University of Nevada, Las Vegas",46.7-50.0,466,-,549,16.3,239,-,470,7.9,57,593342,Nevada,"$21,733","$10,806","$43,667",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,467,401-500,University of New Mexico (Main campus),46.7-50.0,467,-,421,16.1,299,-,644,7.5,86,1025,New Mexico,"$22,038","$9,662","$35,400",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
467,468,401-500,University of North Dakota,46.7-50.0,468,14.8,322,15.8,389,-,552,-,671,593873,North Dakota,"$20,047","$8,548","$47,300",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
468,469,401-500,North Dakota State University,46.7-50.0,469,-,491,16.8,124,-,415,-,687,593876,North Dakota,"$20,572","$8,586","$47,167",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
469,470,401-500,University of North Florida,46.7-50.0,470,-,692,-,425,19.3,290,5.4,329,592178,Florida,"$18,718","$9,772","$42,133",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
470,471,401-500,North Park University,46.7-50.0,471,13.5,391,-,485,-,645,6.7,159,592412,Illinois,"$28,620","$9,310","$42,867",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
471,472,401-500,University of North Texas,46.7-50.0,472,-,719,16.6,169,-,423,7.5,87,594668,Texas,"$20,504","$9,268","$43,533",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
472,473,401-500,Northeastern Illinois University,46.7-50.0,473,-,442,-,459,-,629,8.5,25,592418,Illinois,"$17,596","$11,424","$36,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
473,474,401-500,Northern Illinois University,46.7-50.0,474,13.5,392,-,556,-,524,5.9,260,592415,Illinois,"$23,817","$10,880","$44,400",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
474,475,401-500,Notre Dame de Namur University,46.7-50.0,475,-,515,-,790,-,496,8.2,37,591986,California,"$34,196","$13,656","$53,933",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
475,476,401-500,Nova Southeastern University,46.7-50.0,476,14.7,327,-,573,-,694,8.0,52,592181,Florida,"$29,880","$12,550","$44,900",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
476,477,401-500,Ouachita Baptist University,46.7-50.0,477,14.9,313,16.4,219,-,424,-,782,591857,Arkansas,"$25,870","$7,630","$39,000",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
477,478,401-500,College of the Ozarks,46.7-50.0,478,-,550,16.2,266,18.2,331,-,760,593267,Missouri,"$19,130","$7,100","$32,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,479,401-500,Randolph-Macon College,46.7-50.0,479,16.9,224,-,690,-,433,-,742,594830,Virginia,"$40,000","$11,480","$46,667",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0
479,480,401-500,University of Rhode Island,46.7-50.0,480,-,563,15.9,356,19.4,287,-,522,594419,Rhode Island,"$30,042","$12,452","$50,100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,481,401-500,Roger Williams University,46.7-50.0,481,14.3,355,16.1,303,-,467,-,707,594425,Rhode Island,"$32,510","$15,564","$48,933",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
481,482,401-500,SUNY Buffalo State,46.7-50.0,482,-,509,15.8,394,-,548,6.7,163,593702,New York,"$17,626","$13,486","$38,833",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
482,483,401-500,SUNY Plattsburgh,46.7-50.0,483,-,473,15.8,395,-,497,-,419,593732,New York,"$17,716","$12,490","$40,733",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
483,484,401-500,Saint Francis University,46.7-50.0,484,-,461,15.8,396,19.6,278,-,796,594347,Pennsylvania,"$35,066","$11,928","$48,933",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
484,485,401-500,Saint Michael's College,46.7-50.0,485,14.1,362,-,693,17.3,372,-,788,594779,Vermont,"$43,640","$11,750","$48,100",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
485,486,401-500,Salve Regina University,46.7-50.0,486,-,501,-,463,19.5,284,-,797,594428,Rhode Island,"$38,986","$14,060","$51,300",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0
486,487,401-500,San Francisco State University,46.7-50.0,487,-,772,15.8,397,18.9,305,8.9,8,592019,California,"$19,134","$14,502","$48,133",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
487,488,401-500,Shenandoah University,46.7-50.0,488,17.1,215,-,580,-,597,4.9,408,594839,Virginia,"$31,920","$10,180","$42,200",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
488,489,401-500,Springfield College,46.7-50.0,489,14.6,337,-,656,17.4,365,-,635,592976,Massachusetts,"$36,535","$12,240","$43,967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,490,401-500,St Ambrose University,46.7-50.0,490,-,409,17.3,45,-,468,-,626,595217,Iowa,"$30,016","$10,164","$45,633",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
490,491,401-500,St Bonaventure University,46.7-50.0,491,15.3,299,-,581,-,563,-,710,593648,New York,"$33,331","$11,807","$45,400",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
491,492,401-500,St Catherine University,46.7-50.0,492,15.7,280,16.7,152,-,623,-,450,593168,Minnesota,"$32,431","$9,196","$46,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
492,493,401-500,St Edward's University,46.7-50.0,493,-,468,17.1,74,-,558,6.8,147,594677,Texas,"$43,050","$11,900","$45,500",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
493,494,401-500,St John's University-New York,46.7-50.0,494,-,617,-,431,18.2,333,7.0,130,593678,New York,"$40,197","$16,640","$53,733",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
494,495,401-500,St Norbert College,46.7-50.0,495,13.9,375,16.3,244,17.5,358,-,783,594986,Wisconsin,"$36,593","$9,467","$45,100",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
495,496,401-500,Stevenson University,46.7-50.0,496,-,534,-,611,-,448,5.2,358,592850,Maryland,"$35,490","$12,922","$49,800",0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
496,497,401-500,University of Texas at El Paso,46.7-50.0,497,-,665,16.3,246,-,472,7.3,106,131296,Texas,"$21,396","$9,495","$39,333",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
497,498,401-500,Texas Tech University,46.7-50.0,498,-,681,16.9,108,18.5,317,6.5,189,131276,Texas,"$18,652","$9,153","$49,400",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
498,499,401-500,Trinity Christian College,46.7-50.0,499,-,404,16.2,280,-,554,-,464,592454,Illinois,"$28,675","$9,680","$41,967",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
499,500,401-500,Tuskegee University,46.7-50.0,500,15.6,285,-,534,-,631,-,511,591815,Alabama,"$22,170","$9,650","$35,867",1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
500,501,401-500,Utah State University,46.7-50.0,501,-,598,17.4,36,18.5,318,-,712,594752,Utah,"$20,727","$7,080","$42,600",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
501,502,401-500,West Virginia University,46.7-50.0,502,-,524,16.2,284,-,461,-,525,594947,West Virginia,"$23,616","$10,576","$44,400",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
502,503,401-500,Western Michigan University,46.7-50.0,503,-,503,16.9,110,-,569,5.4,335,593099,Michigan,"$14,699","$9,848","$43,800",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
503,504,401-500,Western Washington University,46.7-50.0,504,-,643,16.7,154,20.2,260,-,501,594899,Washington,"$22,445","$10,971","$44,600",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
504,505,401-500,Wilkes University,46.7-50.0,505,-,438,-,739,-,408,-,452,594398,Pennsylvania,"$34,896","$14,270","$50,600",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
505,506,501-600,Abilene Christian University,43.3-46.6,506,-,432,16.3,225,-,617,-,487,594593,Texas,"$33,330","$10,378","$41,533",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
506,507,501-600,Adrian College,43.3-46.6,507,14.6,331,16.0,314,-,690,-,702,593012,Michigan,"$36,010","$10,988","$37,533",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
507,508,501-600,Albright College,43.3-46.6,508,-,548,-,741,-,427,5.9,252,595283,Pennsylvania,"$43,454","$11,606","$45,733",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
508,509,501-600,Alfred University,43.3-46.6,509,15.9,268,-,588,-,674,-,586,593465,New York,"$28,114","$12,272","$40,700",1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
509,510,501-600,The University of the Arts,43.3-46.6,510,17.2,207,-,682,-,735,5.1,360,594323,Pennsylvania,"$43,100","$15,710","$31,067",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
510,511,501-600,Berklee College of Music,43.3-46.6,511,16.7,229,-,748,-,733,6.3,205,592880,Massachusetts,"$42,750","$18,180","$29,833",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
511,512,501-600,Biola University,43.3-46.6,512,-,551,16.9,94,-,582,6.4,190,591872,California,"$38,448","$10,972","$42,700",0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
512,513,501-600,"California State University, Dominguez Hills",43.3-46.6,513,-,789,-,590,17.9,342,8.1,40,591905,California,"$18,717","$11,404","$43,600",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
513,514,501-600,"California State University, Los Angeles",43.3-46.6,514,-,796,-,591,19.4,285,8.0,50,591917,California,"$18,519","$13,356","$44,467",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
514,515,501-600,Central Washington University,43.3-46.6,515,-,715,16.6,160,17.2,375,5.5,312,594863,Washington,"$22,010","$10,684","$45,300",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
515,516,501-600,College of Charleston,43.3-46.6,516,-,520,15.8,377,-,471,-,629,594440,South Carolina,"$30,810","$12,048","$40,300",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
